Fri Aug 28 2015 20:59:24 GMT+0800 (China Standard Time),,,pageReady,0:100:100
Fri Aug 28 2015 21:11:15 GMT+0800 (China Standard Time),,s31w30,focus,
Fri Aug 28 2015 21:11:15 GMT+0800 (China Standard Time),,s31w31,focus,
Fri Aug 28 2015 21:11:15 GMT+0800 (China Standard Time),,s31w32,focus,
Fri Aug 28 2015 21:11:16 GMT+0800 (China Standard Time),,s31w33,focus,
Fri Aug 28 2015 21:11:23 GMT+0800 (China Standard Time),,s31w34,focus,
Fri Aug 28 2015 21:11:24 GMT+0800 (China Standard Time),,s31w35,focus,
Fri Aug 28 2015 21:11:24 GMT+0800 (China Standard Time),,s31w36,focus,
Fri Aug 28 2015 21:11:25 GMT+0800 (China Standard Time),,s31w37,focus,
Fri Aug 28 2015 21:11:25 GMT+0800 (China Standard Time),,s32w1,focus,
Fri Aug 28 2015 21:11:26 GMT+0800 (China Standard Time),,s32w2,focus,
Fri Aug 28 2015 21:11:26 GMT+0800 (China Standard Time),,s32w3,focus,
Fri Aug 28 2015 21:11:26 GMT+0800 (China Standard Time),,s32w4,focus,
Fri Aug 28 2015 21:11:27 GMT+0800 (China Standard Time),,s32w5,focus,
Fri Aug 28 2015 21:11:28 GMT+0800 (China Standard Time),,s32w5,label,"^"
Fri Aug 28 2015 21:11:28 GMT+0800 (China Standard Time),,s32w6,focus,
Fri Aug 28 2015 21:11:28 GMT+0800 (China Standard Time),,s32w7,focus,
Fri Aug 28 2015 21:11:30 GMT+0800 (China Standard Time),,s32w8,focus,
Fri Aug 28 2015 21:11:31 GMT+0800 (China Standard Time),,s32w9,focus,
Fri Aug 28 2015 21:11:31 GMT+0800 (China Standard Time),,s32w10,focus,
Fri Aug 28 2015 21:11:32 GMT+0800 (China Standard Time),,s32w10,label,"^"
Fri Aug 28 2015 21:11:33 GMT+0800 (China Standard Time),,s32w11,focus,
Fri Aug 28 2015 21:11:33 GMT+0800 (China Standard Time),,s32w12,focus,
Fri Aug 28 2015 21:11:34 GMT+0800 (China Standard Time),,s32w13,focus,
Fri Aug 28 2015 21:11:34 GMT+0800 (China Standard Time),,s32w14,focus,
Fri Aug 28 2015 21:11:34 GMT+0800 (China Standard Time),,s32w15,focus,
Fri Aug 28 2015 21:11:35 GMT+0800 (China Standard Time),,s32w16,focus,
Fri Aug 28 2015 21:11:35 GMT+0800 (China Standard Time),,s32w17,focus,
Fri Aug 28 2015 21:11:35 GMT+0800 (China Standard Time),,s32w18,focus,
Fri Aug 28 2015 21:11:35 GMT+0800 (China Standard Time),,s32w19,focus,
Fri Aug 28 2015 21:11:36 GMT+0800 (China Standard Time),,s33w1,focus,
Fri Aug 28 2015 21:11:37 GMT+0800 (China Standard Time),,s33w2,focus,
Fri Aug 28 2015 21:11:37 GMT+0800 (China Standard Time),,s33w3,focus,
Fri Aug 28 2015 21:11:37 GMT+0800 (China Standard Time),,s33w4,focus,
Fri Aug 28 2015 21:11:39 GMT+0800 (China Standard Time),,s33w5,focus,
Fri Aug 28 2015 21:11:40 GMT+0800 (China Standard Time),,s33w6,focus,
Fri Aug 28 2015 21:11:40 GMT+0800 (China Standard Time),,s33w7,focus,
Fri Aug 28 2015 21:11:40 GMT+0800 (China Standard Time),,s33w8,focus,
Fri Aug 28 2015 21:11:41 GMT+0800 (China Standard Time),,s33w9,focus,
Fri Aug 28 2015 21:11:41 GMT+0800 (China Standard Time),,s33w10,focus,
Fri Aug 28 2015 21:11:41 GMT+0800 (China Standard Time),,s33w11,focus,
Fri Aug 28 2015 21:11:42 GMT+0800 (China Standard Time),,s33w12,focus,
Fri Aug 28 2015 21:11:43 GMT+0800 (China Standard Time),,s33w13,focus,
Fri Aug 28 2015 21:11:44 GMT+0800 (China Standard Time),,s33w14,focus,
Fri Aug 28 2015 21:11:45 GMT+0800 (China Standard Time),,s33w15,focus,
Fri Aug 28 2015 21:11:46 GMT+0800 (China Standard Time),,s33w16,focus,
Fri Aug 28 2015 21:11:46 GMT+0800 (China Standard Time),,s33w17,focus,
Fri Aug 28 2015 21:11:46 GMT+0800 (China Standard Time),,s33w18,focus,
Fri Aug 28 2015 21:11:46 GMT+0800 (China Standard Time),,s34w1,focus,
Fri Aug 28 2015 21:11:47 GMT+0800 (China Standard Time),,s34w2,focus,
Fri Aug 28 2015 21:11:47 GMT+0800 (China Standard Time),,s34w3,focus,
Fri Aug 28 2015 21:11:47 GMT+0800 (China Standard Time),,s34w4,focus,
Fri Aug 28 2015 21:11:48 GMT+0800 (China Standard Time),,s34w5,focus,
Fri Aug 28 2015 21:11:48 GMT+0800 (China Standard Time),,s34w6,focus,
Fri Aug 28 2015 21:11:48 GMT+0800 (China Standard Time),,s34w7,focus,
Fri Aug 28 2015 21:11:49 GMT+0800 (China Standard Time),,s34w8,focus,
Fri Aug 28 2015 21:11:49 GMT+0800 (China Standard Time),,s34w9,focus,
Fri Aug 28 2015 21:11:50 GMT+0800 (China Standard Time),,s34w10,focus,
Fri Aug 28 2015 21:11:50 GMT+0800 (China Standard Time),,s34w11,focus,
Fri Aug 28 2015 21:11:51 GMT+0800 (China Standard Time),,s34w11,label,"^"
Fri Aug 28 2015 21:11:52 GMT+0800 (China Standard Time),,s34w12,focus,
Fri Aug 28 2015 21:11:52 GMT+0800 (China Standard Time),,s34w13,focus,
Fri Aug 28 2015 21:11:52 GMT+0800 (China Standard Time),,s34w14,focus,
Fri Aug 28 2015 21:11:53 GMT+0800 (China Standard Time),,s34w15,focus,
Fri Aug 28 2015 21:11:53 GMT+0800 (China Standard Time),,s34w16,focus,
Fri Aug 28 2015 21:11:53 GMT+0800 (China Standard Time),,s34w17,focus,
Fri Aug 28 2015 21:11:53 GMT+0800 (China Standard Time),,s34w18,focus,
Fri Aug 28 2015 21:11:54 GMT+0800 (China Standard Time),,s34w19,focus,
Fri Aug 28 2015 21:11:54 GMT+0800 (China Standard Time),,s34w20,focus,
Fri Aug 28 2015 21:11:55 GMT+0800 (China Standard Time),,s35w1,focus,
Fri Aug 28 2015 21:11:56 GMT+0800 (China Standard Time),,s35w2,focus,
Fri Aug 28 2015 21:11:56 GMT+0800 (China Standard Time),,s35w3,focus,
Fri Aug 28 2015 21:11:56 GMT+0800 (China Standard Time),,s35w4,focus,
Fri Aug 28 2015 21:11:57 GMT+0800 (China Standard Time),,s35w5,focus,
Fri Aug 28 2015 21:11:57 GMT+0800 (China Standard Time),,s35w6,focus,
Fri Aug 28 2015 21:11:57 GMT+0800 (China Standard Time),,s36w1,focus,
Fri Aug 28 2015 21:11:58 GMT+0800 (China Standard Time),,s36w2,focus,
Fri Aug 28 2015 21:11:58 GMT+0800 (China Standard Time),,s36w3,focus,
Fri Aug 28 2015 21:11:58 GMT+0800 (China Standard Time),,s36w4,focus,
Fri Aug 28 2015 21:11:59 GMT+0800 (China Standard Time),,s36w5,focus,
Fri Aug 28 2015 21:11:59 GMT+0800 (China Standard Time),,s36w6,focus,
Fri Aug 28 2015 21:12:01 GMT+0800 (China Standard Time),,s36w7,focus,
Fri Aug 28 2015 21:12:01 GMT+0800 (China Standard Time),,s36w8,focus,
Fri Aug 28 2015 21:12:01 GMT+0800 (China Standard Time),,s36w9,focus,
Fri Aug 28 2015 21:12:02 GMT+0800 (China Standard Time),,s36w10,focus,
Fri Aug 28 2015 21:12:02 GMT+0800 (China Standard Time),,s36w11,focus,
Fri Aug 28 2015 21:12:02 GMT+0800 (China Standard Time),,s36w12,focus,
Fri Aug 28 2015 21:12:02 GMT+0800 (China Standard Time),,s36w13,focus,
Fri Aug 28 2015 21:12:03 GMT+0800 (China Standard Time),,s37w1,focus,
Fri Aug 28 2015 21:12:04 GMT+0800 (China Standard Time),,s37w2,focus,
Fri Aug 28 2015 21:12:04 GMT+0800 (China Standard Time),,s37w3,focus,
Fri Aug 28 2015 21:12:04 GMT+0800 (China Standard Time),,s37w4,focus,
Fri Aug 28 2015 21:12:05 GMT+0800 (China Standard Time),,s37w5,focus,
Fri Aug 28 2015 21:12:06 GMT+0800 (China Standard Time),,s37w5,label,"U"
Fri Aug 28 2015 21:12:06 GMT+0800 (China Standard Time),,s37w6,focus,
Fri Aug 28 2015 21:12:08 GMT+0800 (China Standard Time),,s37w7,focus,
Fri Aug 28 2015 21:12:09 GMT+0800 (China Standard Time),,s37w8,focus,
Fri Aug 28 2015 21:12:11 GMT+0800 (China Standard Time),,s37w9,focus,
Fri Aug 28 2015 21:12:12 GMT+0800 (China Standard Time),,s37w10,focus,
Fri Aug 28 2015 21:12:12 GMT+0800 (China Standard Time),,s37w11,focus,
Fri Aug 28 2015 21:12:12 GMT+0800 (China Standard Time),,s37w12,focus,
Fri Aug 28 2015 21:12:13 GMT+0800 (China Standard Time),,s37w13,focus,
Fri Aug 28 2015 21:12:13 GMT+0800 (China Standard Time),,s37w14,focus,
Fri Aug 28 2015 21:12:13 GMT+0800 (China Standard Time),,s37w15,focus,
Fri Aug 28 2015 21:12:14 GMT+0800 (China Standard Time),,s37w16,focus,
Fri Aug 28 2015 21:12:14 GMT+0800 (China Standard Time),,s37w17,focus,
Fri Aug 28 2015 21:12:14 GMT+0800 (China Standard Time),,s37w18,focus,
Fri Aug 28 2015 21:12:14 GMT+0800 (China Standard Time),,s37w19,focus,
Fri Aug 28 2015 21:12:15 GMT+0800 (China Standard Time),,s37w20,focus,
Fri Aug 28 2015 21:12:15 GMT+0800 (China Standard Time),,s37w21,focus,
Fri Aug 28 2015 21:12:15 GMT+0800 (China Standard Time),,s37w22,focus,
Fri Aug 28 2015 21:12:17 GMT+0800 (China Standard Time),,s37w23,focus,
Fri Aug 28 2015 21:12:20 GMT+0800 (China Standard Time),,s37w21,focus,
Fri Aug 28 2015 21:12:20 GMT+0800 (China Standard Time),,s37w21,focus,
Fri Aug 28 2015 21:12:21 GMT+0800 (China Standard Time),,s37w21,label,"^"
Fri Aug 28 2015 21:12:21 GMT+0800 (China Standard Time),,s37w22,focus,
Fri Aug 28 2015 21:12:23 GMT+0800 (China Standard Time),,s37w23,focus,
Fri Aug 28 2015 21:12:23 GMT+0800 (China Standard Time),,s37w24,focus,
Fri Aug 28 2015 21:12:23 GMT+0800 (China Standard Time),,s37w25,focus,
Fri Aug 28 2015 21:12:24 GMT+0800 (China Standard Time),,s37w26,focus,
Fri Aug 28 2015 21:12:24 GMT+0800 (China Standard Time),,s37w27,focus,
Fri Aug 28 2015 21:12:24 GMT+0800 (China Standard Time),,s37w28,focus,
Fri Aug 28 2015 21:12:35 GMT+0800 (China Standard Time),,s37w28,label,"G"
Fri Aug 28 2015 21:12:36 GMT+0800 (China Standard Time),,s37w28,label,"G"
Fri Aug 28 2015 21:12:36 GMT+0800 (China Standard Time),,s37w28,label,"G"
Fri Aug 28 2015 21:12:36 GMT+0800 (China Standard Time),,s37w28,label,"G"
Fri Aug 28 2015 21:12:36 GMT+0800 (China Standard Time),,s37w28,label,"G"
Fri Aug 28 2015 21:12:36 GMT+0800 (China Standard Time),,s37w28,label,"G"
Fri Aug 28 2015 21:12:36 GMT+0800 (China Standard Time),,s37w28,label,"G"
Fri Aug 28 2015 21:12:36 GMT+0800 (China Standard Time),,s37w28,label,"G"
Fri Aug 28 2015 21:12:36 GMT+0800 (China Standard Time),,s37w28,label,"G"
Fri Aug 28 2015 21:12:36 GMT+0800 (China Standard Time),,s37w28,label,"G"
Fri Aug 28 2015 21:12:36 GMT+0800 (China Standard Time),,s37w28,label,"G"
Fri Aug 28 2015 21:12:36 GMT+0800 (China Standard Time),,s37w28,label,"G"
Fri Aug 28 2015 21:12:36 GMT+0800 (China Standard Time),,s37w28,label,"G"
Fri Aug 28 2015 21:12:36 GMT+0800 (China Standard Time),,s37w28,label,"G"
Fri Aug 28 2015 21:12:36 GMT+0800 (China Standard Time),,s37w28,label,"G"
Fri Aug 28 2015 21:12:37 GMT+0800 (China Standard Time),,s37w28,label,"G"
Fri Aug 28 2015 21:12:37 GMT+0800 (China Standard Time),,s37w28,label,"G"
Fri Aug 28 2015 21:12:38 GMT+0800 (China Standard Time),,s37w29,focus,
Fri Aug 28 2015 21:12:38 GMT+0800 (China Standard Time),,s37w29,label,"G"
Fri Aug 28 2015 21:12:38 GMT+0800 (China Standard Time),,s37w30,focus,
Fri Aug 28 2015 21:12:38 GMT+0800 (China Standard Time),,s37w31,focus,
Fri Aug 28 2015 21:12:38 GMT+0800 (China Standard Time),,s37w31,label,"G"
Fri Aug 28 2015 21:12:38 GMT+0800 (China Standard Time),,s37w32,focus,
Fri Aug 28 2015 21:12:39 GMT+0800 (China Standard Time),,s37w32,label,"G"
Fri Aug 28 2015 21:12:39 GMT+0800 (China Standard Time),,s37w33,focus,
Fri Aug 28 2015 21:12:39 GMT+0800 (China Standard Time),,s37w33,label,"G"
Fri Aug 28 2015 21:12:39 GMT+0800 (China Standard Time),,s37w34,focus,
Fri Aug 28 2015 21:12:39 GMT+0800 (China Standard Time),,s37w34,label,"G"
Fri Aug 28 2015 21:12:39 GMT+0800 (China Standard Time),,s37w35,focus,
Fri Aug 28 2015 21:12:39 GMT+0800 (China Standard Time),,s37w35,label,"G"
Fri Aug 28 2015 21:12:39 GMT+0800 (China Standard Time),,s37w36,focus,
Fri Aug 28 2015 21:12:39 GMT+0800 (China Standard Time),,s37w36,label,"G"
Fri Aug 28 2015 21:12:40 GMT+0800 (China Standard Time),,s37w37,focus,
Fri Aug 28 2015 21:12:40 GMT+0800 (China Standard Time),,s37w37,label,"G"
Fri Aug 28 2015 21:12:40 GMT+0800 (China Standard Time),,s37w37,label,"G"
Fri Aug 28 2015 21:12:40 GMT+0800 (China Standard Time),,s37w38,focus,
Fri Aug 28 2015 21:12:40 GMT+0800 (China Standard Time),,s37w38,label,"G"
Fri Aug 28 2015 21:12:40 GMT+0800 (China Standard Time),,s37w39,focus,
Fri Aug 28 2015 21:12:40 GMT+0800 (China Standard Time),,s37w39,label,"G"
Fri Aug 28 2015 21:12:40 GMT+0800 (China Standard Time),,s37w40,focus,
Fri Aug 28 2015 21:12:40 GMT+0800 (China Standard Time),,s37w40,label,"G"
Fri Aug 28 2015 21:12:40 GMT+0800 (China Standard Time),,s37w41,focus,
Fri Aug 28 2015 21:12:41 GMT+0800 (China Standard Time),,s37w41,label,"G"
Fri Aug 28 2015 21:12:41 GMT+0800 (China Standard Time),,s37w42,focus,
Fri Aug 28 2015 21:12:41 GMT+0800 (China Standard Time),,s37w42,label,"G"
Fri Aug 28 2015 21:12:41 GMT+0800 (China Standard Time),,s37w43,focus,
Fri Aug 28 2015 21:12:41 GMT+0800 (China Standard Time),,s37w43,label,"G"
Fri Aug 28 2015 21:12:41 GMT+0800 (China Standard Time),,s37w44,focus,
Fri Aug 28 2015 21:12:41 GMT+0800 (China Standard Time),,s37w44,label,"G"
Fri Aug 28 2015 21:12:41 GMT+0800 (China Standard Time),,s37w44,label,"G"
Fri Aug 28 2015 21:12:41 GMT+0800 (China Standard Time),,s37w45,focus,
Fri Aug 28 2015 21:12:42 GMT+0800 (China Standard Time),,s37w46,focus,
Fri Aug 28 2015 21:12:42 GMT+0800 (China Standard Time),,s37w46,label,"G"
Fri Aug 28 2015 21:12:42 GMT+0800 (China Standard Time),,s37w46,label,"G"
Fri Aug 28 2015 21:12:42 GMT+0800 (China Standard Time),,s37w47,focus,
Fri Aug 28 2015 21:12:42 GMT+0800 (China Standard Time),,s37w48,focus,
Fri Aug 28 2015 21:12:42 GMT+0800 (China Standard Time),,s37w48,label,"G"
Fri Aug 28 2015 21:12:42 GMT+0800 (China Standard Time),,s37w48,label,"G"
Fri Aug 28 2015 21:12:42 GMT+0800 (China Standard Time),,s37w49,focus,
Fri Aug 28 2015 21:12:42 GMT+0800 (China Standard Time),,s37w49,label,"G"
Fri Aug 28 2015 21:12:42 GMT+0800 (China Standard Time),,s37w50,focus,
Fri Aug 28 2015 21:12:43 GMT+0800 (China Standard Time),,s37w50,label,"G"
Fri Aug 28 2015 21:12:43 GMT+0800 (China Standard Time),,s37w51,focus,
Fri Aug 28 2015 21:12:43 GMT+0800 (China Standard Time),,s37w51,label,"G"
Fri Aug 28 2015 21:12:43 GMT+0800 (China Standard Time),,s37w51,label,"G"
Fri Aug 28 2015 21:12:45 GMT+0800 (China Standard Time),,s37w45,focus,
Fri Aug 28 2015 21:12:45 GMT+0800 (China Standard Time),,s37w45,focus,
Fri Aug 28 2015 21:12:47 GMT+0800 (China Standard Time),,s37w45,label,"G"
Fri Aug 28 2015 21:12:48 GMT+0800 (China Standard Time),,s37w46,focus,
Fri Aug 28 2015 21:12:48 GMT+0800 (China Standard Time),,s37w47,focus,
Fri Aug 28 2015 21:12:48 GMT+0800 (China Standard Time),,s37w48,focus,
Fri Aug 28 2015 21:12:48 GMT+0800 (China Standard Time),,s37w49,focus,
Fri Aug 28 2015 21:12:49 GMT+0800 (China Standard Time),,s37w50,focus,
Fri Aug 28 2015 21:12:49 GMT+0800 (China Standard Time),,s37w51,focus,
Fri Aug 28 2015 21:12:49 GMT+0800 (China Standard Time),,s37w52,focus,
Fri Aug 28 2015 21:12:49 GMT+0800 (China Standard Time),,s37w52,label,"G"
Fri Aug 28 2015 21:12:50 GMT+0800 (China Standard Time),,s37w53,focus,
Fri Aug 28 2015 21:12:50 GMT+0800 (China Standard Time),,s37w53,label,"G"
Fri Aug 28 2015 21:12:50 GMT+0800 (China Standard Time),,s37w54,focus,
Fri Aug 28 2015 21:12:50 GMT+0800 (China Standard Time),,s37w54,label,"G"
Fri Aug 28 2015 21:12:50 GMT+0800 (China Standard Time),,s37w55,focus,
Fri Aug 28 2015 21:12:50 GMT+0800 (China Standard Time),,s37w55,label,"G"
Fri Aug 28 2015 21:12:51 GMT+0800 (China Standard Time),,s37w56,focus,
Fri Aug 28 2015 21:12:51 GMT+0800 (China Standard Time),,s37w56,label,"G"
Fri Aug 28 2015 21:12:51 GMT+0800 (China Standard Time),,s37w57,focus,
Fri Aug 28 2015 21:12:51 GMT+0800 (China Standard Time),,s37w57,label,"G"
Fri Aug 28 2015 21:12:51 GMT+0800 (China Standard Time),,s37w57,label,"G"
Fri Aug 28 2015 21:12:51 GMT+0800 (China Standard Time),,s37w58,focus,
Fri Aug 28 2015 21:12:51 GMT+0800 (China Standard Time),,s37w58,label,"G"
Fri Aug 28 2015 21:12:51 GMT+0800 (China Standard Time),,s37w59,focus,
Fri Aug 28 2015 21:12:52 GMT+0800 (China Standard Time),,s37w59,label,"G"
Fri Aug 28 2015 21:12:52 GMT+0800 (China Standard Time),,s37w60,focus,
Fri Aug 28 2015 21:12:52 GMT+0800 (China Standard Time),,s37w60,label,"G"
Fri Aug 28 2015 21:12:52 GMT+0800 (China Standard Time),,s37w61,focus,
Fri Aug 28 2015 21:12:52 GMT+0800 (China Standard Time),,s37w61,label,"G"
Fri Aug 28 2015 21:12:52 GMT+0800 (China Standard Time),,s37w62,focus,
Fri Aug 28 2015 21:12:52 GMT+0800 (China Standard Time),,s37w62,label,"G"
Fri Aug 28 2015 21:12:52 GMT+0800 (China Standard Time),,s37w63,focus,
Fri Aug 28 2015 21:12:52 GMT+0800 (China Standard Time),,s37w63,label,"G"
Fri Aug 28 2015 21:12:52 GMT+0800 (China Standard Time),,s37w64,focus,
Fri Aug 28 2015 21:12:53 GMT+0800 (China Standard Time),,s37w64,label,"G"
Fri Aug 28 2015 21:12:53 GMT+0800 (China Standard Time),,s37w65,focus,
Fri Aug 28 2015 21:12:53 GMT+0800 (China Standard Time),,s37w65,label,"G"
Fri Aug 28 2015 21:12:53 GMT+0800 (China Standard Time),,s37w66,focus,
Fri Aug 28 2015 21:12:53 GMT+0800 (China Standard Time),,s37w66,label,"G"
Fri Aug 28 2015 21:12:53 GMT+0800 (China Standard Time),,s37w67,focus,
Fri Aug 28 2015 21:12:53 GMT+0800 (China Standard Time),,s37w67,label,"G"
Fri Aug 28 2015 21:12:53 GMT+0800 (China Standard Time),,s37w68,focus,
Fri Aug 28 2015 21:12:54 GMT+0800 (China Standard Time),,s37w68,label,"G"
Fri Aug 28 2015 21:12:54 GMT+0800 (China Standard Time),,s37w69,focus,
Fri Aug 28 2015 21:12:54 GMT+0800 (China Standard Time),,s37w69,label,"G"
Fri Aug 28 2015 21:12:54 GMT+0800 (China Standard Time),,s37w70,focus,
Fri Aug 28 2015 21:12:54 GMT+0800 (China Standard Time),,s37w70,label,"G"
Fri Aug 28 2015 21:12:54 GMT+0800 (China Standard Time),,s37w71,focus,
Fri Aug 28 2015 21:12:54 GMT+0800 (China Standard Time),,s37w71,label,"G"
Fri Aug 28 2015 21:12:54 GMT+0800 (China Standard Time),,s37w72,focus,
Fri Aug 28 2015 21:12:54 GMT+0800 (China Standard Time),,s37w72,label,"G"
Fri Aug 28 2015 21:12:54 GMT+0800 (China Standard Time),,s37w73,focus,
Fri Aug 28 2015 21:12:55 GMT+0800 (China Standard Time),,s37w73,label,"G"
Fri Aug 28 2015 21:12:55 GMT+0800 (China Standard Time),,s37w74,focus,
Fri Aug 28 2015 21:12:55 GMT+0800 (China Standard Time),,s37w74,label,"G"
Fri Aug 28 2015 21:12:55 GMT+0800 (China Standard Time),,s37w75,focus,
Fri Aug 28 2015 21:12:55 GMT+0800 (China Standard Time),,s37w75,label,"G"
Fri Aug 28 2015 21:12:55 GMT+0800 (China Standard Time),,s37w76,focus,
Fri Aug 28 2015 21:12:55 GMT+0800 (China Standard Time),,s37w76,label,"G"
Fri Aug 28 2015 21:12:55 GMT+0800 (China Standard Time),,s37w77,focus,
Fri Aug 28 2015 21:12:55 GMT+0800 (China Standard Time),,s37w77,label,"G"
Fri Aug 28 2015 21:12:55 GMT+0800 (China Standard Time),,s37w78,focus,
Fri Aug 28 2015 21:12:56 GMT+0800 (China Standard Time),,s37w78,label,"G"
Fri Aug 28 2015 21:12:56 GMT+0800 (China Standard Time),,s37w79,focus,
Fri Aug 28 2015 21:12:56 GMT+0800 (China Standard Time),,s37w79,label,"G"
Fri Aug 28 2015 21:12:56 GMT+0800 (China Standard Time),,s37w80,focus,
Fri Aug 28 2015 21:12:56 GMT+0800 (China Standard Time),,s37w80,label,"G"
Fri Aug 28 2015 21:12:56 GMT+0800 (China Standard Time),,s37w81,focus,
Fri Aug 28 2015 21:12:56 GMT+0800 (China Standard Time),,s37w82,focus,
Fri Aug 28 2015 21:12:56 GMT+0800 (China Standard Time),,s37w82,label,"G"
Fri Aug 28 2015 21:12:56 GMT+0800 (China Standard Time),,s37w83,focus,
Fri Aug 28 2015 21:12:56 GMT+0800 (China Standard Time),,s37w83,label,"G"
Fri Aug 28 2015 21:12:57 GMT+0800 (China Standard Time),,s37w84,focus,
Fri Aug 28 2015 21:12:57 GMT+0800 (China Standard Time),,s37w84,label,"G"
Fri Aug 28 2015 21:12:57 GMT+0800 (China Standard Time),,s37w85,focus,
Fri Aug 28 2015 21:12:57 GMT+0800 (China Standard Time),,s37w85,label,"G"
Fri Aug 28 2015 21:12:57 GMT+0800 (China Standard Time),,s37w86,focus,
Fri Aug 28 2015 21:12:57 GMT+0800 (China Standard Time),,s37w86,label,"G"
Fri Aug 28 2015 21:12:57 GMT+0800 (China Standard Time),,s37w87,focus,
Fri Aug 28 2015 21:12:57 GMT+0800 (China Standard Time),,s37w87,label,"G"
Fri Aug 28 2015 21:12:57 GMT+0800 (China Standard Time),,s37w88,focus,
Fri Aug 28 2015 21:12:57 GMT+0800 (China Standard Time),,s37w88,label,"G"
Fri Aug 28 2015 21:12:58 GMT+0800 (China Standard Time),,s37w89,focus,
Fri Aug 28 2015 21:12:58 GMT+0800 (China Standard Time),,s37w89,label,"G"
Fri Aug 28 2015 21:12:58 GMT+0800 (China Standard Time),,s37w90,focus,
Fri Aug 28 2015 21:12:58 GMT+0800 (China Standard Time),,s37w90,label,"G"
Fri Aug 28 2015 21:12:58 GMT+0800 (China Standard Time),,s37w91,focus,
Fri Aug 28 2015 21:12:58 GMT+0800 (China Standard Time),,s37w91,label,"G"
Fri Aug 28 2015 21:12:58 GMT+0800 (China Standard Time),,s37w92,focus,
Fri Aug 28 2015 21:12:58 GMT+0800 (China Standard Time),,s37w92,label,"G"
Fri Aug 28 2015 21:12:58 GMT+0800 (China Standard Time),,s37w93,focus,
Fri Aug 28 2015 21:12:58 GMT+0800 (China Standard Time),,s37w93,label,"G"
Fri Aug 28 2015 21:12:59 GMT+0800 (China Standard Time),,s37w94,focus,
Fri Aug 28 2015 21:12:59 GMT+0800 (China Standard Time),,s37w94,label,"G"
Fri Aug 28 2015 21:12:59 GMT+0800 (China Standard Time),,s37w95,focus,
Fri Aug 28 2015 21:12:59 GMT+0800 (China Standard Time),,s37w95,label,"G"
Fri Aug 28 2015 21:12:59 GMT+0800 (China Standard Time),,s37w96,focus,
Fri Aug 28 2015 21:12:59 GMT+0800 (China Standard Time),,s37w96,label,"G"
Fri Aug 28 2015 21:12:59 GMT+0800 (China Standard Time),,s37w97,focus,
Fri Aug 28 2015 21:12:59 GMT+0800 (China Standard Time),,s37w97,label,"G"
Fri Aug 28 2015 21:12:59 GMT+0800 (China Standard Time),,s37w98,focus,
Fri Aug 28 2015 21:12:59 GMT+0800 (China Standard Time),,s37w98,label,"G"
Fri Aug 28 2015 21:13:00 GMT+0800 (China Standard Time),,s37w99,focus,
Fri Aug 28 2015 21:13:00 GMT+0800 (China Standard Time),,s37w99,label,"G"
Fri Aug 28 2015 21:13:00 GMT+0800 (China Standard Time),,s37w100,focus,
Fri Aug 28 2015 21:13:00 GMT+0800 (China Standard Time),,s37w100,label,"G"
Fri Aug 28 2015 21:13:00 GMT+0800 (China Standard Time),,s37w101,focus,
Fri Aug 28 2015 21:13:00 GMT+0800 (China Standard Time),,s37w101,label,"G"
Fri Aug 28 2015 21:13:00 GMT+0800 (China Standard Time),,s37w102,focus,
Fri Aug 28 2015 21:13:00 GMT+0800 (China Standard Time),,s37w102,label,"G"
Fri Aug 28 2015 21:13:00 GMT+0800 (China Standard Time),,s37w103,focus,
Fri Aug 28 2015 21:13:00 GMT+0800 (China Standard Time),,s37w103,label,"G"
Fri Aug 28 2015 21:13:01 GMT+0800 (China Standard Time),,s37w104,focus,
Fri Aug 28 2015 21:13:01 GMT+0800 (China Standard Time),,s37w104,label,"G"
Fri Aug 28 2015 21:13:01 GMT+0800 (China Standard Time),,s37w105,focus,
Fri Aug 28 2015 21:13:01 GMT+0800 (China Standard Time),,s37w105,label,"G"
Fri Aug 28 2015 21:13:01 GMT+0800 (China Standard Time),,s37w106,focus,
Fri Aug 28 2015 21:13:01 GMT+0800 (China Standard Time),,s37w106,label,"G"
Fri Aug 28 2015 21:13:01 GMT+0800 (China Standard Time),,s37w106,label,"G"
Fri Aug 28 2015 21:13:01 GMT+0800 (China Standard Time),,s37w107,focus,
Fri Aug 28 2015 21:13:01 GMT+0800 (China Standard Time),,s37w108,focus,
Fri Aug 28 2015 21:13:01 GMT+0800 (China Standard Time),,s37w108,label,"G"
Fri Aug 28 2015 21:13:02 GMT+0800 (China Standard Time),,s37w108,label,"G"
Fri Aug 28 2015 21:13:02 GMT+0800 (China Standard Time),,s37w109,focus,
Fri Aug 28 2015 21:13:02 GMT+0800 (China Standard Time),,s37w109,label,"G"
Fri Aug 28 2015 21:13:02 GMT+0800 (China Standard Time),,s37w110,focus,
Fri Aug 28 2015 21:13:02 GMT+0800 (China Standard Time),,s37w110,label,"G"
Fri Aug 28 2015 21:13:02 GMT+0800 (China Standard Time),,s37w111,focus,
Fri Aug 28 2015 21:13:02 GMT+0800 (China Standard Time),,s37w111,label,"G"
Fri Aug 28 2015 21:13:02 GMT+0800 (China Standard Time),,s37w112,focus,
Fri Aug 28 2015 21:13:02 GMT+0800 (China Standard Time),,s37w112,label,"G"
Fri Aug 28 2015 21:13:03 GMT+0800 (China Standard Time),,s37w113,focus,
